0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0.4127380100470642,0.31532201517358,0.31532201517358,0.21790602030009582,0.12049002542661164,0.07178202798986955,-0.025633966883614634,-0.025633966883614634,-0.07434196432035672,-0.07434196432035672,-0.1717579591938409,-0.2691739540673251,-0.41529794637755135,-0.5127139412510355,-0.5614219386877777,-0.6101299361245197,-0.6101299361245197,-0.6101299361245197,-0.6588379335612619,-0.6588379335612619,-0.756253928434746,-0.9997939156184564,-1.1459179079286828,-1.194625905365425,-1.194625905365425,-1.1459179079286828,-1.0485019130551985,-1.0485019130551985,-1.1459179079286828,-1.3407498976756511,-1.3894578951123933,-1.4381658925491352,-1.4381658925491352,-1.3894578951123933,-1.4381658925491352,-1.4381658925491352,-1.4868738899858773,-1.5355818874226195,-1.5842898848593616,-1.5842898848593616,-1.5842898848593616,-1.7304138771695878,-1.9739538643532983,-2.0226618617900405,-1.77912187460633,-1.5842898848593616,-1.5842898848593616,-1.5842898848593616,-1.6817058797328457,-1.77912187460633,-1.827829872043072,-1.9739538643532983,-1.9252458669165562,-1.9252458669165562,-1.876537869479814,-1.876537869479814,-1.876537869479814,-1.827829872043072,-1.77912187460633,-1.77912187460633,-1.77912187460633,-1.77912187460633,-1.7304138771695878,-1.6329978822961035,-1.5842898848593616,-1.4381658925491352,-1.3894578951123933,-1.2433339028021668,-1.194625905365425
-1.1459179079286828,-1.0485019130551985,-1.0972099104919406,-1.0485019130551985,-0.9997939156184564,-0.9997939156184564,-0.9997939156184564,-0.9510859181817144,-0.9023779207449723,-0.9023779207449723,-0.8049619258714881,-0.756253928434746,-0.7075459309980039,-0.6588379335612619,-0.6588379335612619,-0.6588379335612619,-0.6101299361245197,-0.6101299361245197,-0.5614219386877777,-0.5614219386877777,-0.5127139412510355,-0.46400594381429344,-0.46400594381429344,-0.46400594381429344,-0.41529794637755135,-0.36658994894080926,-0.36658994894080926,-0.3178819515040672,-0.3178819515040672,-0.2691739540673251,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.1717579591938409,-0.12304996175709881,-0.07434196432035672,-0.025633966883614634,-0.025633966883614634,-0.025633966883614634,-0.025633966883614634,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.16919802286335373,0.16919802286335373,0.16919802286335373,0.21790602030009582,0.2666140177368379,0.2666140177368379,0.31532201517358,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.5101540049205484
0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.5588620023572904,0.6075699997940326,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.7049859946675168,0.6562779972307746,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.802401989541001,0.851109986977743,0.851109986977743,0.851109986977743,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272
0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.8998179844144851,0.802401989541001,0.7536939921042588,0.7049859946675168,0.6562779972307746,0.6075699997940326,0.5101540049205484,0.46144600748380626,0.3640300126103221,0.31532201517358,0.2666140177368379,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.2666140177368379,0.31532201517358,0.3640300126103221,0.31532201517358,0.31532201517358,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.21790602030009582,0.21790602030009582,0.2666140177368379,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.16919802286335373,0.16919802286335373,0.16919802286335373,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.023074030553127456,-0.025633966883614634,-0.07434196432035672,-0.07434196432035672,-0.1717579591938409,-0.2691739540673251,-0.36658994894080926,-0.36658994894080926,-0.41529794637755135,-0.46400594381429344,-0.5127139412510355,-0.5614219386877777,-0.5614219386877777,-0.5614219386877777,-0.6101299361245197,-0.756253928434746,-0.756253928434746,-0.756253928434746,-0.7075459309980039,-0.756253928434746,-0.8049619258714881,-0.9023779207449723,-1.0485019130551985
-1.0485019130551985,-1.0972099104919406,-1.0972099104919406,-1.0972099104919406,-1.1459179079286828,-1.1459179079286828,-1.1459179079286828,-1.194625905365425,-1.2433339028021668,-1.2433339028021668,-1.292041900238909,-1.292041900238909,-1.292041900238909,-1.2433339028021668,-1.292041900238909,-1.3407498976756511,-1.3894578951123933,-1.4868738899858773,-1.4868738899858773,-1.4868738899858773,-1.4868738899858773,-1.4381658925491352,-1.4381658925491352,-1.4381658925491352,-1.4868738899858773,-1.4381658925491352,-1.4381658925491352,-1.4381658925491352,-1.4381658925491352,-1.4868738899858773,-1.4868738899858773,-1.4868738899858773,-1.5355818874226195,-1.5355818874226195,-1.5355818874226195,-1.5355818874226195,-1.4868738899858773,-1.3894578951123933,-1.3407498976756511,-1.5355818874226195,-1.4868738899858773,-1.4868738899858773,-1.5355818874226195,-1.5355818874226195,-1.5355818874226195,-1.5355818874226195,-1.5355818874226195,-1.4868738899858773,-1.3407498976756511,-1.2433339028021668,-1.5842898848593616,-1.5842898848593616,-1.5842898848593616,-1.5355818874226195,-1.4868738899858773,-1.4381658925491352,-1.3894578951123933,-1.3407498976756511,-1.292041900238909,-1.2433339028021668,-1.194625905365425,-1.194625905365425,-1.1459179079286828,-1.0972099104919406,-0.9997939156184564,-0.9023779207449723,-0.8536699233082302,-0.7075459309980039,-0.6588379335612619
0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.802401989541001,0.7536939921042588,0.7536939921042588,0.802401989541001,0.802401989541001,0.802401989541001,0.851109986977743,0.851109986977743,0.8998179844144851,0.851109986977743,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9972339792879693,1.0459419767247113,0.9972339792879693,0.9972339792879693,1.0459419767247113,1.0459419767247113,1.0459419767247113,0.9972339792879693,0.9972339792879693,0.9972339792879693,1.0459419767247113,1.0459419767247113,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.851109986977743,0.851109986977743
0.802401989541001,0.851109986977743,0.802401989541001,0.7536939921042588,0.7536939921042588,0.6562779972307746,0.6075699997940326,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.31532201517358,0.31532201517358,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.31532201517358,0.31532201517358,0.3640300126103221,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.46144600748380626,0.5101540049205484,0.5588620023572904,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.7049859946675168,0.7536939921042588,0.802401989541001,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.802401989541001,0.7536939921042588,0.7049859946675168,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.7049859946675168
0.7536939921042588,0.7536939921042588,0.802401989541001,0.802401989541001,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.802401989541001,0.802401989541001,0.7536939921042588,0.7536939921042588,0.7049859946675168,0.7536939921042588,0.7049859946675168,0.7536939921042588,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.802401989541001,0.7536939921042588,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.802401989541001,0.7536939921042588,0.7536939921042588,0.802401989541001,0.802401989541001,0.802401989541001,0.802401989541001,0.851109986977743,0.851109986977743,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9972339792879693,1.0459419767247113,0.9972339792879693,1.0459419767247113,1.0459419767247113,0.9972339792879693,0.9972339792879693
0.9972339792879693,0.9972339792879693,1.0459419767247113,1.0459419767247113,0.9972339792879693,1.0946499741614535,0.9972339792879693,1.0459419767247113,1.0459419767247113,1.0459419767247113,1.0459419767247113,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9972339792879693,1.0459419767247113,1.0459419767247113,1.0946499741614535,1.0946499741614535,1.1433579715981956,1.0946499741614535,1.1433579715981956,1.1433579715981956,1.1433579715981956,1.1920659690349376,1.1920659690349376,1.2407739664716797,1.2894819639084218,1.338189961345164,1.338189961345164,1.386897958781906,1.435605956218648,1.4843139536553902,1.4843139536553902,1.5330219510921324,1.5817299485288743,1.5817299485288743,1.6304379459656164,1.6304379459656164,1.6791459434023586,1.6791459434023586,1.7278539408391007,1.7278539408391007,1.7278539408391007,1.7765619382758426,1.7765619382758426,1.8252699357125848,1.8252699357125848
1.8252699357125848,1.8252699357125848,1.873977933149327,1.873977933149327,1.873977933149327,1.8252699357125848,1.873977933149327,1.873977933149327,1.8252699357125848,1.8252699357125848,1.8252699357125848,1.8252699357125848,1.8252699357125848,1.7765619382758426,1.7765619382758426,1.7765619382758426,1.7278539408391007,1.7278539408391007,1.6791459434023586,1.6791459434023586,1.7278539408391007,1.6791459434023586,1.6791459434023586,1.6304379459656164,1.6791459434023586,1.6304379459656164,1.6304379459656164,1.6304379459656164,1.6304379459656164,1.5817299485288743,1.6304379459656164,1.6304379459656164,1.6304379459656164,1.6304379459656164,1.5817299485288743,1.6304379459656164,1.5817299485288743,1.5330219510921324,1.5330219510921324,1.5330219510921324,1.5330219510921324,1.5330219510921324,1.5817299485288743,1.4843139536553902,1.4843139536553902,1.4843139536553902,1.435605956218648,1.435605956218648,1.4843139536553902,1.435605956218648,1.4843139536553902,1.435605956218648,1.435605956218648,1.435605956218648,1.435605956218648,1.435605956218648,1.4843139536553902,1.4843139536553902,1.4843139536553902,1.435605956218648,1.4843139536553902,1.4843139536553902,1.4843139536553902,1.435605956218648,1.435605956218648,1.435605956218648,1.386897958781906,1.435605956218648,1.386897958781906
0.21790602030009582,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.21790602030009582,0.2666140177368379,0.2666140177368379,0.31532201517358,0.2666140177368379,0.31532201517358,0.31532201517358,0.31532201517358,0.31532201517358,0.31532201517358,0.31532201517358,0.31532201517358,0.31532201517358,0.31532201517358,0.31532201517358,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.3640300126103221,0.4127380100470642,0.3640300126103221,0.4127380100470642,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.46144600748380626
0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.5101540049205484,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.3640300126103221,0.3640300126103221,0.31532201517358,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.16919802286335373,0.12049002542661164,0.12049002542661164,0.12049002542661164,0.07178202798986955,0.023074030553127456,0.023074030553127456,0.023074030553127456,-0.07434196432035672,-0.07434196432035672,-0.07434196432035672,-0.025633966883614634,-0.025633966883614634,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.07178202798986955,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.12049002542661164,0.12049002542661164,0.16919802286335373,0.12049002542661164,0.12049002542661164,0.16919802286335373,0.16919802286335373,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.2666140177368379,0.31532201517358,0.3640300126103221,0.4127380100470642,0.3640300126103221,0.3640300126103221,0.4127380100470642
0.4127380100470642,0.4127380100470642,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.5588620023572904,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6562779972307746
0.6562779972307746,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.5588620023572904,0.6075699997940326,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.5588620023572904,0.5588620023572904,0.6075699997940326,0.5588620023572904,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6075699997940326,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.6562779972307746
0.6562779972307746,0.6562779972307746,0.7049859946675168,0.7049859946675168,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7049859946675168,0.6562779972307746,0.7049859946675168,0.7049859946675168,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.5588620023572904,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.6562779972307746,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7049859946675168,0.7536939921042588,0.802401989541001,0.802401989541001,0.802401989541001,0.802401989541001
0.46144600748380626,0.4127380100470642,0.4127380100470642,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.5101540049205484,0.5101540049205484,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.5101540049205484,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.4127380100470642,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.31532201517358,0.2666140177368379,0.31532201517358,0.31532201517358,0.3640300126103221,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.5101540049205484
0.46144600748380626,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5101540049205484,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.6562779972307746,0.6562779972307746,0.7049859946675168,0.6562779972307746,0.6562779972307746,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7049859946675168,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.802401989541001,0.7536939921042588,0.802401989541001,0.802401989541001,0.851109986977743,0.851109986977743,0.8998179844144851,0.851109986977743,0.8998179844144851,0.851109986977743,0.851109986977743,0.851109986977743,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851
0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.851109986977743,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.851109986977743,0.8998179844144851,0.851109986977743,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.802401989541001,0.802401989541001,0.7536939921042588,0.802401989541001,0.802401989541001,0.802401989541001,0.802401989541001,0.7536939921042588,0.7536939921042588,0.7536939921042588,0.7049859946675168,0.7049859946675168,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.6075699997940326,0.5588620023572904,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5101540049205484,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.6075699997940326,0.6075699997940326,0.6562779972307746,0.7049859946675168,0.7536939921042588,0.7536939921042588
0.802401989541001,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9972339792879693,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9485259818512272,0.9972339792879693,0.9485259818512272,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743,0.802401989541001,0.851109986977743,0.851109986977743,0.802401989541001,0.802401989541001,0.851109986977743,0.851109986977743,0.802401989541001,0.851109986977743,0.851109986977743,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9972339792879693
1.0459419767247113,1.0459419767247113,1.0946499741614535,1.0946499741614535,1.0459419767247113,1.0946499741614535,1.0946499741614535,1.1433579715981956,1.0946499741614535,1.0946499741614535,1.0946499741614535,1.0459419767247113,1.0459419767247113,1.1433579715981956,1.0946499741614535,1.0946499741614535,1.0946499741614535,1.0459419767247113,1.0459419767247113,1.0459419767247113,1.0459419767247113,1.0459419767247113,1.0459419767247113,1.0459419767247113,1.0459419767247113,1.0459419767247113,0.9972339792879693,1.0459419767247113,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.9972339792879693,0.9972339792879693,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.9485259818512272,0.9485259818512272,0.8998179844144851,0.8998179844144851,0.851109986977743,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.8998179844144851,0.9485259818512272,0.851109986977743,0.851109986977743,0.851109986977743,0.851109986977743
-0.025633966883614634,-0.025633966883614634,-0.025633966883614634,-0.025633966883614634,0.07178202798986955,-0.025633966883614634,-0.025633966883614634,-0.025633966883614634,-0.025633966883614634,-0.025633966883614634,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.023074030553127456,-0.025633966883614634,0.023074030553127456,0.023074030553127456,0.023074030553127456,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.07178202798986955,0.12049002542661164,0.12049002542661164,0.16919802286335373,0.21790602030009582,0.21790602030009582,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.31532201517358,0.2666140177368379,0.31532201517358,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.3640300126103221,0.4127380100470642,0.4127380100470642,0.46144600748380626,0.4127380100470642,0.4127380100470642,0.46144600748380626,0.5101540049205484,0.46144600748380626,0.4127380100470642,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.46144600748380626,0.5588620023572904,0.5101540049205484,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.5588620023572904,0.46144600748380626,0.4127380100470642,0.4127380100470642
0.4127380100470642,0.31532201517358,0.3640300126103221,0.3640300126103221,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.2666140177368379,0.31532201517358,0.31532201517358,0.3640300126103221,0.3640300126103221,0.31532201517358,0.2666140177368379,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.21790602030009582,0.16919802286335373,0.07178202798986955,0.07178202798986955,0.023074030553127456,-0.025633966883614634,-0.025633966883614634,-0.07434196432035672,-0.07434196432035672,-0.12304996175709881,-0.12304996175709881,-0.1717579591938409,-0.1717579591938409,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.220465956630583,-0.2691739540673251,-0.2691739540673251,-0.2691739540673251,-0.3178819515040672,-0.3178819515040672,-0.3178819515040672,-0.3178819515040672,-0.3178819515040672,-0.3178819515040672,-0.2691739540673251,-0.220465956630583,-0.220465956630583,-0.1717579591938409,-0.12304996175709881,-0.12304996175709881,-0.12304996175709881,-0.12304996175709881,-0.12304996175709881,-0.12304996175709881,-0.220465956630583,-0.1717579591938409,-0.1717579591938409,-0.1717579591938409,-0.1717579591938409
